IdCliente,Nombre,FechaNacimiento,Genero,Nacionalidad,ProvinciaResidencia,Estudios,TipoCliente
333,"Casaus, Christopher",1948-01-03,F,ES,GERONA,Universitario,V.I.P.
334,"Foster, Brandon",1966-01-30,F,ES,Castellón,Primario,V.I.P.
335,"Lucero, Bridget",1972-03-01,NA,NO,Sevilla,Primario,V I P
336,"Thompson, Angelica",1974-08-24,NA,ES,Burgos,Primario,NUEVO
337,"Cardenas, Salah",1968-11-23,m,Jo,Pontevedra,PreUniversitario,VIP
338,"Hong, David",1941-06-30,NA,ES,toledo,Primario,V I P
339,"Ramos, Nadia",1975-11-19,M,ES,valladolid,Secundario,Comun
340,"Cross, Hunter",1973-06-27,NA,ES,almería,Universitario,Nuebo
341,"el-Usman, Aasim",1964-07-03,m,K.N.,Huelva,PreUniversitario,nuevo
342,"Perry, Mariah",1949-01-31,F,ES,madrid,Secundario,VIP
343,"Gereltuya, Alan",1960-04-25,m,Aw,Orense,Secundario,Común
344,"Starck, Sabastian",1985-08-26,m,ES,Cordoba,PreUniversitario,Comun
345,"Kembel, Bruce",1989-11-07,NA,ES,gerona,PreUniversitario,VIP
346,"el-Waheed, Imraan",1980-04-09,NA,ES,soria,Secundario,COMUN
347,"Miles, Alyssa",1991-11-12,NA,A.I.,SANTA CRUZ DE TENERIFE,Primario,COMUN
348,"Grell, Sean",1987-10-10,f,ES,VIZCAYA,Universitario,V.I.P.
349,"Butler, Maris",1977-09-28,M,MZ,granada,PreUniversitario,V I P
350,"Garcia, Gabriel",1974-10-29,f,ES,BARCELONA,PreUniversitario,Común
351,"Savedra Luna, Daniel",1959-02-20,NA,ES,Gerona,Universitario,V I P
352,"Bartlett, Liane",1958-04-18,m,ES,CUENCA,Universitario,NUEVO
353,"al-Siddiqi, Mumina",1976-09-25,f,NA,Caceres,PreUniversitario,nuevo
354,"Weeks, Rhiannon",1986-02-02,F,ES,sevilla,PreUniversitario,NUEVO
355,"Pallister, Luke",1973-03-12,NA,NA,valladolid,Primario,NUEVO
356,"Daniels, Teanna",1970-10-30,M,ES,SEGOVIA,Universitario,vip
357,"el-Nawaz, Tawheed",1993-10-05,M,ES,BURGOS,Universitario,NUEVO
358,"Morales, Donovan",1943-12-04,F,ES,Vizcaya,Secundario,VIP
359,"Fowlkes, Destiny",1948-06-09,f,SZ,Córdoba,PreUniversitario,Común
360,"al-Saladin, Shameem",1977-08-28,F,ES,Cantabria,Universitario,nuevo
361,"al-Greiss, Raihaana",1975-06-10,m,NA,Salamanca,Secundario,COMUN
362,"el-Abdella, Katheer",1959-04-08,m,ES,La Coruña,PreUniversitario,Común
363,"Root, Alysha",1975-03-12,NA,ES,Lerida,PreUniversitario,nuevo
364,"Jefferson, Jonathan",1968-03-06,NA,ES,Pontevedra,Primario,VIP
365,"Ponce, Sabrina",1956-11-16,F,C.Y.,barcelona,PreUniversitario,vip
366,"el-Majeed, Naqaa",1991-12-29,m,ES,Valencia,PreUniversitario,vip
367,"el-Younis, Hishma",1945-05-06,NA,A.D.,Sevilla,Universitario,V I P
368,"Nakata, Justin",1947-03-19,m,ES,NAVARRA,Primario,V.I.P.
369,"Rodriguez, Dahlandre",1989-12-01,NA,ES,Valladolid,Primario,Comun
370,"Buford, Phillip",1987-06-26,M,ES,valencia,Universitario,Comun
371,"Hamilton, Klovit",1960-11-15,F,NA,Orense,PreUniversitario,vip
372,"Wright, Kayla",1957-12-21,f,ES,Asturias,PreUniversitario,COMUN
373,"al-Jabour, Wajdi",1960-12-04,m,sr,guadalajara,Primario,VIP
374,"Chen, Peter",1958-06-23,F,ES,Madrid,Primario,Común
375,"Mcconnaughhay, April",1993-03-08,F,ES,SALAMANCA,Secundario,V I P
376,"Allen, Albreanna",1942-01-07,F,ES,SALAMANCA,Primario,vip
377,"Cabot, John",1980-03-11,M,Bd,Huesca,PreUniversitario,nuevo
378,"Acosta, Brandon",1971-08-20,NA,ES,Murcia,PreUniversitario,Común
379,"el-Sarwar, Mahfoodha",1944-01-27,m,gs,NAVARRA,Secundario,Común
380,"el-Hashmi, Dhareef",1958-11-22,m,ES,Orense,Secundario,Comun
381,"Grant, Kayla",1958-08-10,F,ES,Teruel,PreUniversitario,V.I.P.
382,"Reyad, Victoria",1943-08-28,f,ES,Madrid,Primario,nuevo
383,"Coca, Edgar",1958-11-06,m,NA,JAÉN,Secundario,COMUN
384,"Sheafe, Ryoga",1989-05-10,m,ES,Zaragoza,Primario,vip
385,"Grech, Luke",1974-01-11,m,NA,La Rioja,Universitario,VIP
386,"Watson, Jeremiah",1966-03-25,F,ES,castellón,Universitario,V I P
387,"al-Abdul, Abdul Baari",1958-09-27,NA,ES,Teruel,Universitario,vip
388,"Kenison, Madeline",1954-01-03,NA,ES,vizcaya,PreUniversitario,V.I.P.
389,"Velasquez, Dipika",1988-02-22,F,So,Valladolid,PreUniversitario,Común
390,"Leon, Gabriel",1968-12-28,M,ES,CANTABRIA,PreUniversitario,nuevo
391,"Rea, Derek",1960-10-19,M,NA,Gerona,PreUniversitario,Comun
392,"Bacon-Maldonado, Joshua",1948-07-31,f,ES,Badajoz,Primario,nuevo
393,"Thomas, Robert",1987-02-01,m,ES,Barcelona,Universitario,nuevo
394,"Johnson, Amber",1960-07-23,NA,ES,zaragoza,Primario,VIP
395,"al-Mannan, Wasmaaa",1977-04-28,m,NA,Gerona,Secundario,V.I.P.
396,"el-Alam, Faadil",1947-03-15,f,ES,Toledo,Primario,Comun
397,"Briseno, Draven",1993-02-07,F,NA,Vizcaya,PreUniversitario,VIP
398,"Tam, Jazmine",1987-05-28,f,ES,LEÓN,Universitario,nuevo
399,"el-Abdelnour, Zufar",1966-04-22,M,ES,Teruel,Universitario,V I P
400,"Chang, Rajiv",1971-06-04,M,ES,LÉRIDA,Primario,VIP
401,"Quint, Cheyenne",1979-04-03,NA,TJ,león,PreUniversitario,vip
402,"Lee, Grace",1957-05-07,F,ES,orense,Universitario,V I P
403,"al-Ahmed, Zakiyya",1952-09-28,F,Hk,Palencia,Universitario,vip
404,"Munoz, Elizabeth",1940-05-10,F,ES,Islas Balears,Primario,nuevo
405,"Lauman, Hazel",1967-08-17,f,ES,Islas Balears,Primario,Comun
406,"el-Hannan, Dhaahir",1946-05-02,F,ES,Alicante,Universitario,VIP
407,"al-Dada, Fuaad",1948-05-07,F,AF,ZARAGOZA,Secundario,COMUN
408,"Khajehzadeh, Karlie",1965-05-15,M,ES,cádiz,Universitario,NUEVO
409,"Lansing, Marley",1990-01-13,m,Tc,Orense,PreUniversitario,vip
410,"Martinez, Micaela",1980-05-11,NA,ES,Guipúzcoa,Primario,nuevo
411,"Lane, Jessica",1977-07-28,NA,ES,Albacete,Primario,Común
412,"Kurzenberger, Caitlyn",1950-04-27,NA,ES,Palencia,Universitario,V.I.P.
413,"Mor, Justin",1965-05-07,M,NA,Guadalajara,Universitario,V.I.P.
414,"Williams, Reed",1988-12-28,m,ES,ávila,Primario,COMUN
415,"Hering, Matthew",1976-08-06,M,Gb,SEVILLA,PreUniversitario,Común
416,"Kelly, Brianna",1989-12-13,NA,ES,cantabria,PreUniversitario,NUEVO
417,"al-Baluch, Suhaila",1948-06-02,M,ES,Madrid,Secundario,V.I.P.
418,"Hendrix, Corshaid",1955-07-14,F,ES,LA RIOJA,Primario,V I P
419,"Haskan, Keili",1944-07-29,f,GP,zamora,Primario,V.I.P.
420,"Pinkett, Jerome",1986-05-11,F,ES,málaga,Secundario,COMUN
421,"Yoo, Ziru",1986-07-27,m,V.I.,Sevilla,Secundario,nuevo
422,"Calvin, Aja",1947-09-10,NA,ES,Valladolid,PreUniversitario,nuevo
423,"Martinez, Brandon",1981-07-31,F,ES,las palmas,PreUniversitario,Comun
424,"Castle, Nicklos",1985-06-27,F,ES,lérida,Secundario,Común
425,"Fuino, Marques",1973-03-02,f,It,PONTEVEDRA,Secundario,NUEVO
426,"el-Matar, Fuaad",1973-03-06,NA,ES,Pontevedra,Primario,Comun
427,"al-Hakeem, Hazm",1973-07-08,M,gd,Guipuzcoa,Universitario,VIP
428,"Valliere, Jeremy",1953-07-13,M,ES,MURCIA,Primario,Común
429,"el-Riaz, Najeem",1976-10-26,f,ES,La Coruña,PreUniversitario,VIP
430,"Katamaneni, Elizabeth",1984-04-06,M,ES,ALICANTE,PreUniversitario,COMUN
431,"Gast, Jennifer",1955-11-02,f,O.M.,GUADALAJARA,Primario,VIP
432,"Kee, Jazmynn",1966-04-18,M,ES,ALMERÍA,Universitario,V I P
433,"Flores, Janet",1981-01-10,M,N.A.,PONTEVEDRA,PreUniversitario,COMUN
434,"Stewart, Katherine",1989-01-16,F,ES,navarra,PreUniversitario,vip
435,"Ho, Adam",1959-08-25,NA,ES,navarra,Universitario,Comun
436,"Roodani, Delgermaa",1983-12-30,NA,ES,Tarragona,Universitario,COMUN
437,"el-Islam, Maisara",1967-09-19,f,KW,LUGO,Secundario,nuevo
438,"Anderson, Debonair",1950-09-14,M,ES,málaga,Primario,Común
439,"Duval, Hannah",1987-04-12,m,NA,asturias,PreUniversitario,nuevo
440,"Weitzel, Mckenna",1991-05-30,m,ES,Islas Balears,Primario,NUEVO
441,"Valdez-Gonzalez, Nancy",1965-02-23,M,ES,Cáceres,Universitario,NUEVO
442,"Singh, Cassandra",1957-05-31,f,ES,Soria,PreUniversitario,VIP
443,"el-Sham, Baasim",1951-02-16,m,MV,Santa Cruz de Tenerife,Primario,Comun
444,"el-Baccus, Sumaita",1945-11-15,NA,ES,Valladolid,PreUniversitario,nuevo
445,"Davis, Autriana",1940-08-02,F,U.Y.,asturias,PreUniversitario,Común
446,"Johnson, Joline",1944-10-01,m,ES,ÁLAVA,PreUniversitario,nuevo
447,"Brady, Shane",1988-03-25,F,ES,Las Palmas,PreUniversitario,nuevo
448,"Burton, Kate",1943-07-25,NA,ES,madrid,Primario,Comun
449,"Bingham, Dezira",1988-02-23,m,hk,Huelva,Primario,V.I.P.
450,"Vang, Crystal",1953-04-13,F,ES,Burgos,Primario,V I P
451,"Khuu, Aaron",1954-02-17,NA,ws,Zamora,Primario,Comun
452,"Adame, Leticia",1978-08-02,M,ES,Guadalajara,Universitario,nuevo
453,"Simanskas, Shayla",1967-03-30,F,ES,Málaga,Secundario,V.I.P.
454,"Sawyer, Alexis",1973-05-24,M,ES,Valladolid,Secundario,vip
455,"Hernandez Bonilla, Orlando",1951-05-18,F,BA,ÁVILA,Universitario,V I P
456,"el-Tabet, Raabiya",1968-12-03,m,ES,Castellon,Primario,vip
457,"Martinez, Carpio",1970-03-09,f,SR,la coruña,Universitario,nuevo
458,"al-Allee, Nashat",1941-02-23,NA,ES,La Coruña,Secundario,VIP
459,"Schindler, Jingo",1941-07-20,f,ES,Teruel,Secundario,nuevo
460,"Villa, Sandra",1947-10-16,f,ES,valladolid,Secundario,nuevo
461,"Bowman, Maegen",1963-10-17,F,K.Z.,BARCELONA,Universitario,vip
462,"Charley, Drew",1976-04-21,m,ES,Zaragoza,Secundario,NUEVO
463,"Torres Lopez, Jessica",1991-08-22,F,br,Badajoz,Secundario,COMUN
464,"Ishikawa, Truong",1943-01-21,F,ES,Orense,Secundario,vip
465,"Dronavalli, Kenneth",1962-11-11,NA,ES,Albacete,Universitario,Nuebo
466,"el-Baten, Wisaam",1971-02-11,M,ES,Las Palmas,Universitario,vip
467,"Tan, Pi Sanout",1961-01-24,f,NA,Badajoz,PreUniversitario,vip
468,"Bermudez, Nora",1978-12-18,NA,ES,HUESCA,Primario,Comun
469,"Grossetete, Antonio",1974-05-06,F,KM,Las Palmas,Primario,Común
470,"Matsuyama, Kristopher",1960-02-28,m,ES,orense,Primario,COMUN
471,"el-Mohamed, Abdul Hai",1982-10-09,M,ES,badajoz,Primario,NUEVO
472,"Harris, Ashley",1974-07-17,m,ES,Valladolid,Primario,VIP
473,"Khan, Tayler",1947-06-23,f,UZ,Santa Cruz De Tenerife,Secundario,VIP
474,"Jenkins, William",1989-11-29,NA,ES,pontevedra,PreUniversitario,nuevo
475,"Owrey, Jacob",1979-11-01,F,CA,álava,Universitario,V.I.P.
476,"Vanarnam, Camara",1948-05-15,f,ES,VALENCIA,Universitario,Comun
477,"Hammond, Shalynn",1969-09-13,F,ES,ISLAS BALEARS,PreUniversitario,nuevo
478,"Thong, Aleena",1968-12-28,m,ES,león,PreUniversitario,V.I.P.
479,"Reynolds, Jordyn",1968-12-21,NA,BN,Las Palmas,Secundario,nuevo
480,"Graves, Rashaan",1958-06-25,NA,ES,Orense,Universitario,COMUN
481,"Grumbles, Sarah",1947-07-31,F,fk,cáceres,Universitario,NUEVO
482,"al-Shaheed, Shafaaa",1944-11-01,f,ES,Santa Cruz de Tenerife,PreUniversitario,nuevo
483,"Romero, Julio",1952-04-23,NA,ES,ORENSE,PreUniversitario,nuevo
484,"Rojas Gonzalez, Joseph",1955-12-18,NA,ES,Lugo,PreUniversitario,NUEVO
485,"Brown, Jamon",1982-02-21,m,GY,vizcaya,PreUniversitario,COMUN
486,"el-Quadri, Shamaail",1990-07-05,f,ES,Cádiz,Secundario,V I P
487,"Alderete, Olie",1969-10-24,f,um,GUADALAJARA,Primario,V I P
488,"Arriaga, Fatima",1944-01-26,F,ES,Castellón,PreUniversitario,Comun
489,"Ferede, John'Dunae",1966-11-23,NA,ES,Vizcaya,PreUniversitario,Común
490,"Herrera, Elisha",1974-09-23,NA,ES,león,Secundario,V.I.P.
491,"Meyers, Justin",1950-09-12,M,Sx,Guadalajara,PreUniversitario,nuevo
492,"Imran, Samantha",1951-01-03,F,ES,Ávila,Secundario,V.I.P.
493,"Naipo, Yu Ling",1978-12-29,F,BO,las palmas,Secundario,VIP
494,"Dixon, Arrianne",1945-12-31,m,ES,Ávila,PreUniversitario,V.I.P.
495,"Comer, Calvin",1993-04-01,F,ES,CÓRDOBA,Secundario,V.I.P.
496,"Gallegos, Dakota",1955-02-25,f,ES,Cuenca,PreUniversitario,Común
497,"el-Sharif, Abdul Wadood",1975-01-16,f,Nr,Zamora,Universitario,NUEVO
498,"Deleon, Raymond",1977-02-01,F,ES,Cuenca,Universitario,Comun
499,"Yang, Valentina",1991-05-02,F,pe,ÁVILA,PreUniversitario,NUEVO
500,"Williams, Jordan",1980-05-26,F,ES,Guadalajara,PreUniversitario,COMUN
501,"Maioli, Ernest",1942-11-23,F,ES,salamanca,Secundario,Comun
502,"Chee, Joseph",1961-03-22,f,ES,salamanca,Primario,V I P
503,"Suppes, Ayesha",1950-06-09,m,NI,LUGO,Secundario,NUEVO
504,"al-Dar, Ummu Kulthoom",1992-12-22,M,ES,Murcia,Primario,nuevo
505,"Olsen, Jeremy",1956-01-04,m,PW,ALMERÍA,Secundario,V I P
506,"Hoeglund, Matthew",1983-03-30,NA,ES,La Rioja,Primario,V I P
507,"Price, Catrina",1989-03-08,F,ES,SORIA,Universitario,COMUN
508,"Yazzie, Issac",1973-01-09,m,ES,Islas Balears,Universitario,Comun
509,"Peterson, Richard",1953-04-19,NA,NA,Castellon,Universitario,Comun
510,"Williams, Pelle",1959-10-27,f,ES,Valladolid,Primario,COMUN
511,"Abeyta, Kafui",1955-08-19,M,dz,Navarra,PreUniversitario,vip
512,"Nguyen, Richard",1974-01-17,M,ES,Gerona,Secundario,VIP
513,"Brunner, Tyler",1965-03-10,f,ES,Huelva,Secundario,vip
514,"Schichtel, Mimi",1962-03-10,F,ES,CASTELLÓN,PreUniversitario,Nuebo
515,"Matthews-Toth, Kaibrea",1988-12-25,F,NA,Valencia,Secundario,NUEVO
516,"Alcon, Alex",1962-03-27,NA,ES,VALLADOLID,PreUniversitario,V.I.P.
517,"Rosales, Ray",1993-11-22,F,M.D.,Vizcaya,PreUniversitario,VIP
518,"Avila, Gerald",1990-12-17,M,ES,Madrid,Primario,VIP
519,"Stockley, Taylor",1994-05-19,f,ES,Gerona,Secundario,Común
520,"Garcia, Ariel Annie",1986-07-09,M,ES,CIUDAD REAL,Universitario,nuevo
521,"Larson, Taylor",1994-06-20,m,D.E.,Zaragoza,Primario,NUEVO
522,"Garvin, Trevor",1966-03-01,M,ES,Cáceres,Secundario,V.I.P.
523,"Manzanares, Rosa",1966-05-17,f,LC,cantabria,PreUniversitario,nuevo
524,"Bickel, Linh",1972-09-15,f,ES,CUENCA,Universitario,VIP
525,"el-Waheed, Salwa",1970-12-01,f,ES,VALLADOLID,Universitario,VIP
526,"White, Jackie",1986-05-09,NA,ES,Zaragoza,PreUniversitario,V I P
527,"Tharan, Catherine",1958-02-17,M,NA,islas balears,Secundario,COMUN
528,"Torres, Tylor",1968-04-04,f,ES,MÁLAGA,Universitario,COMUN
529,"Landeros, Justin",1972-04-15,m,dz,navarra,Secundario,VIP
530,"Mcbroom, Robert",1973-06-09,M,ES,Lerida,Primario,V I P
531,"Gonzales, Roshan",1970-06-07,F,ES,Santa Cruz De Tenerife,Secundario,vip
532,"Banuelos, Alejandro",1957-11-04,F,ES,murcia,Universitario,COMUN
533,"Alvarado, Ronnie",1961-01-16,m,er,Las Palmas,Universitario,V.I.P.
534,"Hallberg, Shylo",1953-12-11,F,ES,Ciudad Real,PreUniversitario,Común
535,"el-Madani, Ismad",1958-03-10,M,Uy,Islas Balears,PreUniversitario,V I P
536,"Medrano, Marcus",1986-07-25,f,ES,Cádiz,Primario,V.I.P.
537,"Rea, Brianna",1954-12-30,f,ES,valencia,Secundario,NUEVO
538,"Cunningham, Taylor",1940-02-25,NA,ES,Jaén,Primario,vip
539,"Wu, Michael",1989-08-19,F,fj,Madrid,PreUniversitario,V I P
540,"Tang, Nicholas",1980-11-17,m,ES,ALICANTE,PreUniversitario,nuevo
541,"Vanhee, Kaitlyn",1950-03-17,m,ck,La Coruña,PreUniversitario,V I P
542,"Nguyen, Justin",1949-03-25,f,ES,gerona,Primario,nuevo
543,"Ho, Noah",1970-09-06,f,ES,santa cruz de tenerife,PreUniversitario,NUEVO
544,"al-Fahmy, Naaji",1975-06-29,F,ES,Navarra,Universitario,Comun
545,"Schulze, Ryker",1991-02-09,NA,WF,Sevilla,Primario,COMUN
546,"el-Mahmud, Aarifa",1964-11-22,F,ES,orense,PreUniversitario,V.I.P.
547,"Gonzalez-Bejarano, Alexander",1976-05-11,F,pk,LA CORUÑA,PreUniversitario,Comun
548,"Kamanawa, Rachel",1990-04-08,F,ES,soria,Universitario,NUEVO
549,"Pourier, Taiyler",1974-02-16,F,ES,Zaragoza,Secundario,VIP
550,"Montour, Adriana",1955-05-25,NA,ES,Granada,Primario,Común
551,"Davila Draper, Elexis",1975-06-05,F,Md,TOLEDO,Secundario,vip
552,"Bernal, Collin",1947-12-06,NA,ES,GRANADA,Primario,Común
553,"al-Uddin, Zaahid",1947-07-14,F,L.C.,BARCELONA,Primario,VIP
554,"Dery, Brittany",1942-05-24,m,ES,Teruel,Primario,V I P
555,"Monjaraz, Alicia",1975-01-11,m,ES,JAÉN,Secundario,nuevo
556,"Eckhoff, Jodi",1971-04-26,M,ES,CASTELLÓN,Primario,VIP
557,"Vigo, Corey",1941-09-28,M,Cr,vizcaya,Universitario,V.I.P.
558,"al-Sadiq, Haamid",1964-03-03,NA,ES,zamora,Primario,Común
559,"Bruski, Jehanzeb",1994-03-05,NA,L.A.,Cantabria,PreUniversitario,Común
560,"Frye, Cody",1974-04-23,f,ES,cuenca,Primario,V I P
561,"Hendrix, Natasha",1953-06-08,F,ES,valladolid,Primario,Comun
562,"Colten, Shadow",1960-09-16,m,ES,murcia,PreUniversitario,VIP
563,"Mccarty, Dah'Som",1958-11-04,M,Sa,ORENSE,PreUniversitario,COMUN
564,"Hatfield, Dalton",1960-03-16,m,ES,HUESCA,Primario,nuevo
565,"Cho, Samuel",1979-09-11,F,S.V.,murcia,PreUniversitario,vip
566,"Yan, Suriya",1972-03-15,f,ES,Zaragoza,PreUniversitario,Comun
567,"Nay, Lesley",1941-07-01,NA,ES,TOLEDO,Secundario,V I P
568,"Ilgen, Jordyn",1977-09-24,M,ES,VIZCAYA,Primario,Común
569,"Howard, Aaron",1963-09-06,M,N.A.,huelva,Primario,VIP
570,"Mcdermott, Makamaehokuliiokalani",1949-10-30,f,ES,Madrid,Primario,V I P
571,"el-Abdelnour, Sharaf",1963-07-07,m,CZ,palencia,Universitario,NUEVO
572,"Grohman, Philman",1973-04-06,m,ES,LÉRIDA,PreUniversitario,Comun
573,"Bruce, Abdulradhe",1989-07-02,NA,ES,Guipuzcoa,PreUniversitario,Común
574,"Cheung, Brandon",1941-10-17,m,ES,Huesca,Universitario,Comun
575,"Johnson, Jordon",1951-03-21,F,CA,salamanca,Universitario,vip
576,"Whyte, Donald",1963-05-15,NA,ES,VIZCAYA,Primario,COMUN
577,"Patterson, Ashley",1966-02-27,F,CF,LA RIOJA,Secundario,nuevo
578,"Quintana, Lorenzo",1964-02-18,m,ES,Valencia,Secundario,V I P
579,"Miller, Daniel",1953-05-03,F,ES,Islas Balears,Universitario,V I P
580,"Muluneh, Donovan",1943-01-29,m,ES,Álava,Secundario,NUEVO
581,"Austin Jr, Joseph",1993-07-03,NA,AM,LÉRIDA,Secundario,vip
582,"al-Uddin, Saamiqa",1978-08-22,NA,ES,Cadiz,PreUniversitario,NUEVO
583,"Quarrells, Samantha",1984-06-12,NA,Bv,CÁCERES,Universitario,Común
584,"Horton, Megan",1963-06-22,f,ES,Salamanca,Secundario,Comun
585,"Currin, Asiah",1957-12-02,f,ES,VALLADOLID,Universitario,COMUN
586,"Tanguma, Angelique",1978-07-21,NA,ES,Huelva,Secundario,Comun
587,"Hopkins, Rebecca",1948-05-08,m,Ph,Gerona,Secundario,vip
588,"Mahon, Paulo",1969-05-09,F,ES,madrid,Universitario,Comun
589,"Mitchell, William",1974-06-17,M,NA,LA RIOJA,Primario,vip
590,"Ruff, Shayn",1948-07-18,NA,ES,Salamanca,PreUniversitario,Común
591,"Burke, Marianna",1952-03-19,M,ES,Lugo,Primario,COMUN
592,"Lor, Alyssa",1984-08-06,M,ES,álava,PreUniversitario,Comun
593,"al-Ben, Muneefa",1959-07-29,m,me,Ciudad Real,Secundario,vip
594,"el-Abdi, Hadbaaa",1958-09-20,M,ES,ÁLAVA,PreUniversitario,nuevo
595,"Brown, Tannor",1966-08-10,M,AL,SALAMANCA,PreUniversitario,VIP
596,"Gutierrez, Norma",1974-11-24,F,ES,Murcia,Universitario,Comun
597,"Duba, Charles",1969-01-30,f,ES,Jaén,Primario,VIP
598,"Gaynor, Daydree",1984-05-15,F,ES,Ciudad Real,Primario,V I P
599,"Easley, Keaira",1961-01-31,f,V.G.,ÁLAVA,PreUniversitario,Común
600,"el-Qasim, Neeshaan",1974-07-10,NA,ES,CANTABRIA,Primario,COMUN
601,"Gallegos, Morgan",1982-03-04,NA,vc,SEGOVIA,Secundario,V.I.P.
602,"Werth, Maya",1945-12-15,f,ES,Cantabria,Universitario,VIP
603,"el-Lone, Tahiyya",1953-02-24,NA,ES,Avila,Universitario,VIP
604,"al-Hasan, Talha",1992-10-23,NA,ES,TARRAGONA,Primario,nuevo
605,"Warwick, Nia",1962-11-26,F,Pw,las palmas,PreUniversitario,V.I.P.
606,"Martinez, Shawn",1960-10-21,M,ES,TARRAGONA,Universitario,V I P
607,"al-Yusuf, Hanaaa",1975-03-27,f,GL,CÁDIZ,PreUniversitario,COMUN
608,"Smith, Esainea",1955-01-09,F,ES,BADAJOZ,Primario,V.I.P.
609,"Acosta, Yvette",1979-10-19,NA,ES,GUIPÚZCOA,Primario,Comun
610,"el-Nagi, Muna",1961-05-08,f,ES,La Rioja,PreUniversitario,nuevo
611,"Roy, Julia",1990-05-14,NA,NA,VALENCIA,Universitario,NUEVO
612,"Lewis, Daniel",1954-04-01,F,ES,Gerona,Secundario,Comun
613,"Truong, Annabelle",1990-04-23,M,et,Almeria,Universitario,V I P
614,"Stott, Colette",1949-04-18,M,ES,Valladolid,Universitario,COMUN
615,"Mack, Yhanique",1970-01-05,f,ES,castellón,PreUniversitario,Comun
616,"Nguyen, Emily",1978-07-24,NA,ES,VALLADOLID,Secundario,nuevo
617,"Gary, Asiah",1991-04-23,F,EE,LAS PALMAS,Secundario,NUEVO
618,"Giang, Sonali",1942-07-28,F,ES,Jaén,Primario,vip
619,"Jiang, Shalin",1986-11-19,f,Km,huesca,Universitario,V.I.P.
620,"Montes Rodriguez, Jorge",1952-05-13,M,ES,Navarra,Secundario,Comun
621,"Jacobs, Sufian",1961-10-09,m,ES,Murcia,Primario,Común
622,"Starcer, Sarahray",1973-01-28,M,ES,PONTEVEDRA,Primario,V.I.P.
623,"Holyoak, Keith",1957-01-23,f,EG,madrid,Secundario,V.I.P.
624,"Gunn, Michael",1947-11-25,F,ES,Segovia,Universitario,nuevo
625,"Dougan, James",1989-01-14,F,SB,Zamora,Secundario,VIP
626,"Lefano, Yuri",1960-12-01,m,ES,Vizcaya,Universitario,Comun
627,"Amos, Mary",1961-04-02,F,ES,Santa Cruz de Tenerife,PreUniversitario,COMUN
628,"Smith, Latara",1945-12-14,F,ES,La Coruña,Secundario,Común
629,"al-Burki, Sabri",1978-03-09,m,Is,toledo,Universitario,V.I.P.
630,"Slaughter, Ashlee",1963-10-27,M,ES,Avila,Primario,NUEVO
631,"Mcallister, Mikayla",1957-12-26,f,gd,Huelva,Universitario,Nuebo
632,"Gallardo Casillas, Diego",1980-02-25,NA,ES,LAS PALMAS,Universitario,NUEVO
633,"Castro Manibusan, Ethan",1943-07-29,f,ES,LAS PALMAS,PreUniversitario,V I P
634,"Begay, Chaska",1987-01-08,F,ES,Almería,PreUniversitario,COMUN
635,"Watkins, Joseph",1989-10-19,f,VE,zamora,Secundario,VIP
636,"al-Idris, Jawaad",1978-07-30,F,ES,BARCELONA,Primario,V I P
637,"Carabello, Jordan",1962-04-16,NA,Sl,Zaragoza,Universitario,vip
638,"Fields, Lakota",1987-02-27,M,ES,la rioja,PreUniversitario,COMUN
639,"al-Wali, Dhareef",1994-02-14,NA,ES,zaragoza,PreUniversitario,vip
640,"el-Azad, Safiyya",1976-09-19,m,ES,Islas Balears,Universitario,V I P
641,"al-Shehadeh, Muhjar",1980-02-18,m,DJ,Islas Balears,Primario,V I P
642,"Koulermos, Laura",1972-06-13,NA,ES,Santa Cruz De Tenerife,PreUniversitario,V I P
643,"Hyden-Terry, Jalen",1989-12-22,M,NA,Cordoba,Primario,NUEVO
644,"Begaye, Glen",1957-01-18,f,ES,córdoba,Secundario,nuevo
645,"Noble, Quincy",1947-03-14,NA,ES,Castellon,Secundario,COMUN
646,"Campbell, Kyndryk",1992-02-10,F,ES,Tarragona,Universitario,Comun
647,"Knowles, Nicholas",1978-10-22,NA,KM,Ávila,Secundario,Común
648,"Isaac, Cory",1991-10-22,F,ES,Guipúzcoa,Secundario,Común
649,"Engel, Trevor",1976-07-19,F,Ae,Lugo,Primario,VIP
650,"Roacho, Ramon",1967-04-07,f,ES,tarragona,PreUniversitario,vip
651,"Ramos-Aguilar, Gabriel",1947-05-23,NA,ES,Tarragona,Universitario,vip
652,"Sandoval, Carlos",1954-05-23,f,ES,zaragoza,PreUniversitario,V.I.P.
653,"Tyler, Tyrell",1989-08-03,M,IN,Ávila,Primario,COMUN
654,"Herndon, Parker",1944-12-09,NA,ES,orense,Primario,Comun
655,"Stackhouse, Isaac",1964-07-31,NA,NP,Almeria,PreUniversitario,COMUN
656,"el-Turay, Furqaan",1954-09-08,m,ES,Pontevedra,Primario,V.I.P.
657,"Mulgrew, Ericka",1952-08-09,NA,ES,Badajoz,Primario,VIP
658,"Freeman, Jason",1979-10-06,F,ES,Sevilla,Primario,Nuebo
659,"Thrush, Kevin",1946-06-22,NA,K.Y.,ZARAGOZA,Universitario,V I P
660,"Metellus, Landyn",1970-04-23,NA,ES,Huesca,PreUniversitario,vip
661,"Leil, Alexa",1947-04-22,NA,NA,Segovia,Secundario,COMUN
